"Identyfikator Produktu Leczniczego";"Nazwa Produktu Leczniczego";"Nazwa powszechnie stosowana";"Rodzaj preparatu";"Zakaz stosowania u zwierząt";"Nazwa poprzednia produktu";"Droga podania - Gatunek - Tkanka - Okres karencji";"Moc";"Postać farmaceutyczna";"Typ procedury";"Numer pozwolenia";"Ważność pozwolenia";"Kod ATC";"Podmiot odpowiedzialny";"Opakowanie";"Substancja czynna";"Nazwa wytwórcy";"Kraj wytwórcy";"Nazwa importera";"Kraj importera";"Nazwa wytwórcy/importera";"Kraj wytwórcy/importera";"Podmiot odpowiedzialny w kraju eksportu";"Kraj eksportu";"Podstawa prawna wniosku";"Ulotka";"Charakterystyka";"Etykieto-ulotka";"Ulotka importu równoległego";"Etykieto-ulotka importu równoległego";"Oznakowanie opakowań importu równoległego";"Narzędzia edukacyjne dla osoby wykonującej zawód medyczny";"Narzędzia edukacyjne dla pacjenta"
"100082578";"Emla Plaster";"Lidocainum + Prilocainum";"Ludzki";"";"";"zewnętrzne";"25 mg + 25 mg";"Plaster leczniczy";"NAR";"08104";"Bezterminowe";"N01BB52";"Aspen Pharma Trading Ltd.";"05909990810413 ¦ OTC ¦ 9311
2 szt.
05909990810420 ¦ Rp ¦ Skasowane ¦ 9324
20 szt.";"Lidocainum 25 mg + Prilocainum 25 mg";"";"";"";"";"Recipharm Karlskoga AB";"Szwecja";"";"";"art. 10 ust. 1 i 2 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8257/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8257/characteristic";"";"";"";"";"";""
"100082621";"Singulair 10";"Montelukastum";"Ludzki";"";"";"doustna";"10 mg";"Tabletki powlekane";"MRP";"07957";"Bezterminowe";"R03DC03";"Organon Polska Sp. z o.o.";"05909990795710 ¦ Rp ¦ 12426
14 tabl.
05909990795727 ¦ Rp ¦ 12427
28 tabl.
05909990650224 ¦ Rp ¦ 44051
30 tabl.";"Montelukastum 10 mg";"Merck Sharp & Dohme B.V.
Organon Heist bv";"Holandia
Belgia";"Merck Sharp & Dohme B.V.
Organon Heist bv";"Holandia
Belgia";"Merck Sharp & Dohme B.V.
Merck Sharp & Dohme B.V.
Organon Heist bv";"Holandia
Holandia
Belgia";"";"";"art. 10 ust. 1 i 2 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8262/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8262/characteristic";"";"";"";"";"";""
"100082667";"Acetylcysteine Sandoz";"Acetylcysteinum";"Ludzki";"";"";"dożylna";"100 mg/ml";"Roztwór do infuzji";"NAR";"07893";"Bezterminowe";"V03AB23";"Sandoz GmbH";"Rp ¦ Skasowane ¦ 9327
20 amp. 3 ml
Rp ¦ Skasowane ¦ 9328
100 amp. 3 ml
05909990789313 ¦ Rp ¦ 12431
5 amp. 3 ml
05909990789320 ¦ Rp ¦ 12432
10 amp. 3 ml
05909990789337 ¦ Rp ¦ 12433
50 amp. 3 ml";"Acetylcysteinum 300 mg/3 ml";"Lek Pharmaceuticals d.d.";"Słowenia";"";"";"Lek Pharmaceuticals d.d.";"Słowenia";"";"";"art. 15 ust. 1 pkt 2";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8266/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8266/characteristic";"";"";"";"";"";""
"100082710";"Biofuroksym";"Cefuroximum";"Ludzki";"";"";"dożylna 
domięśniowa";"250 mg";"Proszek do sporządzania roztworu lub zawiesiny do wstrzykiwań";"NAR";"08068";"Bezterminowe";"J01DC02";"Zakłady Farmaceutyczne POLPHARMA S.A.";"05909990806812 ¦ Rp ¦ 12445
1 fiol. 250 mg proszku
05903060623590 ¦ Rp ¦ 151282
10 fiol. 250 mg proszku";"Cefuroximum 250 mg";"Zakłady Farmaceutyczne POLPHARMA S.A.
Zakłady Farmaceutyczne POLPHARMA S.A. Oddział Produkcyjny w Duchnicach";"Polska
Polska";"";"";"Zakłady Farmaceutyczne POLPHARMA S.A.
Zakłady Farmaceutyczne POLPHARMA S.A. Oddział Produkcyjny w Duchnicach";"Polska
Polska";"";"";"art. 15 ust. 1 pkt 2";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8271/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8271/characteristic";"";"";"";"";"";""
"100082740";"NovoNorm";"Repaglinidum";"Ludzki";"";"";"doustna";"1 mg";"Tabletki";"CEN";"";"";"A10BX02";"Novo Nordisk A/S";"05909990804214 ¦ Rp ¦ EU/1/98/076/011 ¦ 12447
30 tabl.
05909990804221 ¦ Rp ¦ EU/1/98/076/012 ¦ 12448
90 tabl.
05909990804238 ¦ Rp ¦ U/1/98/076/013 ¦ 12449
120 tabl.
Rp ¦ EU/1/98/076/024 ¦ 105332
270 tabl.
Rp ¦ Skasowane ¦ EU/1/98/076/014 ¦ 105333
360 tabl.";"Repaglinidum 1 mg";"Novo Nordisk A/S";"Dania";"";"";"Novo Nordisk A/S";"Dania";"";"";"";"";"";"";"";"";"";"";""
"100082785";"Tramal Retard 100";"Tramadoli hydrochloridum";"Ludzki";"";"";"doustna";"100 mg";"Tabletki o przedłużonym uwalnianiu";"NAR";"07862";"Bezterminowe";"N02AX02";"STADA Arzneimittel AG";"05909990786213 ¦ Rp ¦ 12454
10 tabl.
05909990786220 ¦ Rp ¦ 12455
30 tabl.
05909990786237 ¦ Rp ¦ 12456
50 tabl.";"Tramadoli hydrochloridum";"STADA Arzneimittel AG";"Niemcy";"";"";"STADA Arzneimittel AG";"Niemcy";"";"";"art. 10 ust. 1 i 2 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8278/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8278/characteristic";"";"";"";"";"";""
"100082800";"Sortis 40";"Atorvastatinum";"Ludzki";"";"";"doustna";"40 mg";"Tabletki powlekane";"MRP";"07848";"Bezterminowe";"C10AA05";"Viatris Healthcare Limited";"05909990784813 ¦ Rp ¦ 12460
30 tabl.
05909990784820 ¦ Rp ¦ Skasowane ¦ 19694
14 tabl.
05909990634507 ¦ Rp ¦ Skasowane ¦ 42161
84 tabl.";"Atorvastatinum calcicum trihydricum 43.4 mg";"";"";"";"";"Medis International a.s. vyrobni zavod Bolatice
Mylan Hungary Kft.
Pfizer Manufacturing Deutschland GmbH";"Czechy
Węgry
Niemcy";"";"";"art. 10 ust. 1 i 2 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8280/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8280/characteristic";"";"";"";"";"";""
"100082816";"Vivacor";"Carvedilolum";"Ludzki";"";"";"doustna";"6,25 mg";"Tabletki";"NAR";"07898";"Bezterminowe";"C07AG02";"Proterapia Sp. z o.o.";"05909990789818 ¦ Rp ¦ Skasowane ¦ 12461
30 tabl.
05909990789825 ¦ Rp ¦ 23688
30 tabl. (1 x 30)
05909990660247 ¦ Rp ¦ Skasowane ¦ 45356
60 tabl. w butelce
05909990789832 ¦ Rp ¦ 46579
60 tabl. (2 x 30)
05909990660230 ¦ Rp ¦ Skasowane ¦ 47956
30 tabl. w butelce
05909990687886 ¦ Rp ¦ 49000
30 tabl. (3 x 10)
05909990687893 ¦ Rp ¦ 49001
60 tabl. (6 x 10)";"Carvedilolum 6.25 mg";"Egis Pharmaceuticals PLC";"Węgry";"";"";"Egis Pharmaceuticals PLC";"Węgry";"";"";"art. 15 ust. 1 pkt 2";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8281/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8281/characteristic";"";"";"";"";"";""
"100082868";"Syrop z sosny i kopru włoskiego Ziołowa Tradycja";"Preparat ziołowy";"Ludzki";"";"Sirupus Tussipini D 
Syrop z sosny i kopru włoskiego";"doustna";"-";"Syrop";"NAR";"07890";"Bezterminowe";"";"Przedsiębiorstwo Produkcji Farmaceutycznej HASCO-LEK S.A.";"05909990789023 ¦ OTC ¦ 12354
1 butelka 125 g
05909990789016 ¦ OTC ¦ Skasowane ¦ 12466
1 op. 1000 g";"Pini extractum fluidum 6,6 g  - 
ekstrahent: etanol 85% (V/V) (1:4) + Foeniculi tinctura 1 g  - 
ekstrahent: etanol 70% (V/V) (3:7,4-7,8) + Calcii lactas pentahydricus 1 g";"Przedsiębiorstwo Produkcji Farmaceutycznej HASCO-LEK S.A.";"Polska";"";"";"Przedsiębiorstwo Produkcji Farmaceutycznej HASCO-LEK S.A.";"Polska";"";"";"art. 20a ust. 1 ";"";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8286/characteristic";"";"";"";"";"";""
"100082880";"Oilatum";"Paraffinum perliquidum";"Ludzki";"";"";"na skórę";"634 mg/g";"Emulsja do kąpieli";"NAR";"07794";"Bezterminowe";"D02AC";"STADA Arzneimittel AG";"05909990779413 ¦ OTC ¦ 12468
1 op. 150 ml
05909990779420 ¦ OTC ¦ 12469
1 op. 250 ml
05909990779437 ¦ OTC ¦ 12470
1 op. 500 ml";"Paraffinum liquidum 63.4 mg/g";"Famar Nederland B.V.
Stiefel Laboratories (Ireland) Ltd.";"Holandia
Irlandia";"STADA Arzneimittel AG";"Niemcy";"Famar Nederland B.V.
STADA Arzneimittel AG
Stiefel Laboratories (Ireland) Ltd.";"Holandia
Niemcy
Irlandia";"";"";"art. 10 ust. 1 i 2 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8288/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8288/characteristic";"";"";"";"";"";""
"100082897";"Loratadyna Pylox";"Loratadinum";"Ludzki";"";"";"doustna";"10 mg";"Tabletki";"NAR";"08011";"Bezterminowe";"R06AX13";"Farmaceutyczna Spółdzielnia Pracy GALENA";"05909990801114 ¦ OTC ¦ 12471
10 tabl.
05909990801121 ¦ Rp ¦ Skasowane ¦ 12473
30 tabl.";"Loratadinum 10 mg";"Farmaceutyczna Spółdzielnia Pracy „GALENA”";"Polska";"";"";"Farmaceutyczna Spółdzielnia Pracy „GALENA”";"Polska";"";"";"art. 15 ust. 1 pkt 2";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8289/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8289/characteristic";"";"";"";"";"";""
"100082928";"Klacid Uno";"Clarithromycinum";"Ludzki";"";"";"doustna";"500 mg";"Tabletki o zmodyfikowanym uwalnianiu";"NAR";"07930";"Bezterminowe";"J01FA09";"Viatris Healthcare Sp. z o.o.";"05909990793013 ¦ Rp ¦ Skasowane ¦ 12477
1 tabl.
05909990793020 ¦ Rp ¦ 12478
4 tabl.
05909990793037 ¦ Rp ¦ 12479
5 tabl.
05909990793044 ¦ Rp ¦ Skasowane ¦ 12480
6 tabl.
05909990793051 ¦ Rp ¦ 12481
7 tabl.
05909990793068 ¦ Rp ¦ 12482
14 tabl. w blistrach (2 x 7)
05909990793075 ¦ Rp ¦ 19211
10 tabl. w blistrach (2 x 5)
05909990793099 ¦ Rp ¦ 19215
10 tabl. (blister ""double bubble"" (po 2 tabl. w komorze)
05909990793082 ¦ Rp ¦ 19216
20 tabl. w blistrach (2 x 10)
05909992793004 ¦ Rp ¦ 19217
14 tabl. (blister ""double bubble"" (po 2 tabl. w komorze)
05909992793011 ¦ Rp ¦ 19220
20 tabl. (blister ""double bubble"" (po 2 tabl. w komorze)";"Clarithromycinum 500 mg";"AbbVie S.r.l.";"Włochy";"";"";"AbbVie S.r.l.";"Włochy";"";"";"art. 10 ust. 1 i 2 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8292/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8292/characteristic";"";"";"";"";"";""
"100083046";"Lawenol";"Lavandulae aetheroleum";"Ludzki";"";"";"na skórę";"0,6%";"Roztwór na skórę";"NAR";"07963";"Bezterminowe";"";"Poznańskie Zakłady Zielarskie ""Herbapol"" S.A.";"05909990796311 ¦ OTC ¦ 12500
1 butelka 30 g
05909990796335 ¦ OTC ¦ 12501
1 butelka 90 g
05909990796342 ¦ OTC ¦ 45942
1 butelka 100 g
05909990796328 ¦ OTC ¦ 46898
1 butelka 50 g";"Lavandulae aetheroleum 0.6 g + Ethanolum 69.2 g";"";"";"";"";"Poznańskie Zakłady Zielarskie „Herbapol” S.A.";"Polska";"";"";"art. 20a ust. 1 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8304/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8304/characteristic";"";"";"";"";"";""
"100083052";"Depulol";"Rosmarini aetheroleum + Eucalypti aetheroleum + Balsamum peruvianum";"Ludzki";"";"";"na skórę";"(5 g + 5 g + 6 g)/100 g";"Żel";"NAR";"07891";"Bezterminowe";"";"Przedsiębiorstwo Produkcji Farmaceutycznej HASCO-LEK S.A.";"05909990789115 ¦ OTC ¦ 12503
1 op. 20 g";"Rosmarini aetheroleum 5 g/100 g + Eucalypti aetheroleum 5 g/100 g + Balsamum peruvianum 6 g/100 g";"Przedsiębiorstwo Produkcji Farmaceutycznej HASCO-LEK S.A.";"Polska";"";"";"Przedsiębiorstwo Produkcji Farmaceutycznej HASCO-LEK S.A.";"Polska";"";"";"art. 20a ust. 1 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8305/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8305/characteristic";"";"";"";"";"";""
"100083164";"Rilutek";"Riluzolum";"Ludzki";"";"";"doustna";"50 mg";"Tabletki powlekane";"CEN";"";"";"N07XX02";"Sanofi Winthrop Industrie";"05909990760619 ¦ Rpz ¦ EU/1/96/010/001 ¦ 12524
56 tabl.";"Riluzolum 50 mg";"Opella Healthcare International SAS";"Francja";"";"";"Opella Healthcare International SAS";"Francja";"";"";"";"";"";"";"";"";"";"";""
"100083218";"Strepsils Junior";"Amylmetacresolum + Alcohol 2,4-dichlorobenzylicus";"Ludzki";"";"";"na śluzówkę jamy ustnej";"0,6 mg + 1,2 mg";"Pastylki twarde";"NAR";"07785";"Bezterminowe";"R02AA20";"Reckitt Benckiser (Poland) S.A.";"05909990778515 ¦ OTC ¦ Skasowane ¦ 12525
8 pastylek
05909990778522 ¦ OTC ¦ 12526
16 pastylek
05909990778539 ¦ OTC ¦ 12527
24 pastylki
05909990781478 ¦ OTC ¦ 19307
12 pastylek
05909990781485 ¦ OTC ¦ Skasowane ¦ 23657
10 pastylek w tubie
05909990646500 ¦ OTC ¦ 43485
36 pastylek";"Amylmetacresolum 0.6 mg + Alcohol 2,4-dichlorobenzylicus 1.2 mg";"";"";"";"";"RB NL Brands B.V";"Holandia";"";"";"art. 10 ust. 1 i 2 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8321/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8321/characteristic";"";"";"";"";"";""
"100083230";"Aprovel";"Irbesartanum";"Ludzki";"";"";"doustna";"75 mg";"Tabletki";"CEN";"";"";"C09CA04";"Sanofi Winthrop Industrie";"05909990782413 ¦ Rp ¦ EU/1/97/046/001 ¦ 12529
28 tabl.
05909990782420 ¦ Rp ¦ EU/1/97/046/002 ¦ 12530
56 tabl.
05909990782437 ¦ Rp ¦ EU/1/97/046/003 ¦ 12532
98 tabl.
05909990782449 ¦ Rp ¦ EU/1/97/046/010 ¦ 20900
14 tabl.
05909990430161 ¦ Rp ¦ EU/1/97/046/013 ¦ 88589
56 tabl. (56 x 1)";"Irbesartanum 75 mg";"Sanofi Winthrop Industrie
Sanofi Winthrop Industrie
Sanofi-Aventis S.A.";"Francja
Francja
Hiszpania";"";"";"Sanofi Winthrop Industrie
Sanofi Winthrop Industrie
Sanofi-Aventis S.A.";"Francja
Francja
Hiszpania";"";"";"";"";"";"";"";"";"";"";""
"100083342";"Gemiderma";"Acidum boricum";"Ludzki";"";"";"na skórę";"5 mg/g";"Maść";"NAR";"02567";"Bezterminowe";"D08AD";"Grzegorz Nowakowski Przedsiębiorstwo Produkcji Farmaceutycznej ""GEMI""";"05909990256716 ¦ OTC ¦ Skasowane ¦ 12545
1 op. 20 g
05909990256723 ¦ OTC ¦ 13167
1 tuba 20 g
05909990256730 ¦ OTC ¦ Skasowane ¦ 13168
1 op. 30 g";"Acidum boricum 500 mg";"Grzegorz Nowakowski Przedsiębiorstwo Produkcji Farmaceutycznej ""GEMI""";"Polska";"";"";"Grzegorz Nowakowski Przedsiębiorstwo Produkcji Farmaceutycznej ""GEMI""";"Polska";"";"";"art. 16 ust. 1 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8334/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8334/characteristic";"";"";"";"";"";""
"100083419";"Theospirex retard";"Theophyllinum anhydricum";"Ludzki";"";"";"doustna";"150 mg";"Tabletki powlekane o przedłużonym uwalnianiu";"NAR";"08039";"Bezterminowe";"R03DA04";"Biofarm Sp. z o.o.";"05909990803910 ¦ Rp ¦ 12550
50 tabl.";"Theophyllinum 150 mg";"Biofarm Sp. z o.o.";"Polska";"";"";"Biofarm Sp. z o.o.";"Polska";"";"";"art. 16 ust. 1 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8341/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8341/characteristic";"";"";"";"";"";""
"100083431";"Ursopol";"Acidum ursodeoxycholicum";"Ludzki";"";"";"doustna";"150 mg";"Kapsułki twarde";"NAR";"07981";"Bezterminowe";"A05AA02";"Bausch Health Ireland Ltd.";"05909990798117 ¦ Rp ¦ 12552
20 kaps.
05909990798124 ¦ Rp ¦ 12553
50 kaps.";"Acidum ursodeoxycholicum 150 mg";"Bausch Health Poland Sp. z o.o.";"Polska";"";"";"Bausch Health Poland Sp. z o.o.
ICN Polfa Rzeszów S.A.";"Polska
Polska";"";"";"art. 16 ust. 1 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8343/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8343/characteristic";"";"";"";"";"";""
"100083537";"Tasmar";"Tolkaponum";"Ludzki";"";"";"doustna";"100 mg";"Tabletki powlekane";"CEN";"";"";"N04BX01";"Viatris Healthcare Limited";"05909990000609 ¦ Rpz ¦ EU/1/97/044/001 ¦ 23751
30 tabl. w blistrze
05909990000647 ¦ Rpz ¦ EU/1/97/044/002 ¦ 23752
60 tabl. w blistrze
05909990000654 ¦ Rpz ¦ EU/1/97/044/003 ¦ 23753
100 tabl. w butelce
05909990816392 ¦ Rpz ¦ EU/1/97/044/007 ¦ 61532
30 tabl. w butelce
05909990816408 ¦ Rpz ¦ EU/1/97/044/008 ¦ 61533
60 tabl. w butelce
Rpz ¦ EU/1/97/044/010 ¦ 107221
200 tabl. w butelce";"";"ICN Polfa Rzeszów S.A.";"Polska";"";"";"ICN Polfa Rzeszów S.A.";"Polska";"";"";"";"";"";"";"";"";"";"";""
"100083550";"Vivacor";"Carvedilolum";"Ludzki";"";"";"doustna";"12,5 mg";"Tabletki";"NAR";"07899";"Bezterminowe";"C07AG02";"Proterapia Sp. z o.o.";"05909990789917 ¦ Rp ¦ Skasowane ¦ 12557
30 tabl. w blistrach
05909990789924 ¦ Rp ¦ 23686
30 tabl. (1 x 30)
05909990789931 ¦ Rp ¦ 23687
60 tabl. (2 x 30)
05909990687909 ¦ Rp ¦ 49002
30 tabl. (3 x 10)
05909990687930 ¦ Rp ¦ 49003
60 tabl. (6 x 10)";"Carvedilolum 12.5 mg";"Egis Pharmaceuticals PLC";"Węgry";"";"";"Egis Pharmaceuticals PLC";"Węgry";"";"";"art. 15 ust. 1 pkt 2";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8355/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8355/characteristic";"";"";"";"";"";""
"100083566";"Exelon";"Rivastigminum";"Ludzki";"";"";"doustna";"1,5 mg";"Kapsułki twarde";"CEN";"";"";"N06DA03";"Novartis Europharm Limited";"05909990781119 ¦ Rpz ¦ EU/1/98/066/001 ¦ 12558
28 kaps.
05909990781126 ¦ Rpz ¦ EU/1/98/066/002 ¦ 12559
56 kaps.
05909990781133 ¦ Rpz ¦ EU/1/98/066/003 ¦ 12560
112 kaps.
05909990000906 ¦ Rpz ¦ Skasowane ¦ EU/1/98/066/014 ¦ 23772
250 kaps.
05907996010097 ¦ Rpz ¦ Skasowane ¦ EU/1/98/066/001 ¦ Forfarm Sp. z o.o. ¦ 130428
28 kaps.";"Rivastigminum 1.5 mg";"Novartis Farmaceutica S.A.
Novartis Pharma GmbH";"Hiszpania
Niemcy";"";"";"Novartis Farmaceutica S.A.
Novartis Pharma GmbH";"Hiszpania
Niemcy";"";"";"";"";"";"";"";"";"";"";""
"100083603";"Tramal Retard 150";"Tramadoli hydrochloridum";"Ludzki";"";"";"doustna";"150 mg";"Tabletki o przedłużonym uwalnianiu";"NAR";"07863";"Bezterminowe";"N02AX02";"STADA Arzneimittel AG";"05909990786312 ¦ Rp ¦ 12563
10 tabl.
05909990786329 ¦ Rp ¦ 12564
30 tabl.
05909990786336 ¦ Rp ¦ 12565
50 tabl.";"Tramadoli hydrochloridum 150 mg";"STADA Arzneimittel AG";"Niemcy";"";"";"STADA Arzneimittel AG";"Niemcy";"";"";"art. 10 ust. 1 i 2 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8360/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8360/characteristic";"";"";"";"";"";""
"100083610";"Amlozek";"Amlodipinum";"Ludzki";"";"";"doustna";"5 mg";"Tabletki";"NAR";"07997";"Bezterminowe";"C08CA01";"Adamed Pharma S.A.";"05909990799718 ¦ Rp ¦ 12566
30 tabl.
05909990072859 ¦ Rp ¦ 37881
60 tabl.";"Amlodipini besilas -";"Adamed Pharma S.A.";"Polska";"";"";"Adamed Pharma S.A.";"Polska";"";"";"art. 15 ust. 1 pkt 2";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8361/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8361/characteristic";"";"";"";"";"";""
"100083626";"Xanax SR";"Alprazolamum";"Ludzki";"";"";"doustna";"1 mg";"Tabletki o przedłużonym uwalnianiu";"NAR";"07942";"Bezterminowe";"N05BA12";"Upjohn EESV";"05909990794218 ¦ Rp ¦ 12567
30 tabl.
05909990794225 ¦ Rp ¦ 12568
60 tabl.";"Alprazolamum 1 mg";"";"";"";"";"Mylan Hungary Kft./Mylan Hungary Ltd
Pfizer Italia S.r.l.";"Węgry
Włochy";"";"";"art. 10 ust. 1 i 2 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8362/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8362/characteristic";"";"";"";"";"";""
"100083715";"NovoNorm";"Repaglinidum";"Ludzki";"";"";"doustna";"2 mg";"Tabletki";"CEN";"";"";"A10BX02";"Novo Nordisk A/S";"05909990804115 ¦ Rp ¦ EU/1/98/076/018 ¦ 12583
30 tabl.
05909990804122 ¦ Rp ¦ EU/1/98/076/019 ¦ 12584
90 tabl.
05909990804139 ¦ Rp ¦ EU/1/98/076/020 ¦ 12585
120 tabl.
Rp ¦ EU/1/98/076/022 ¦ 105334
270 tabl.
Rp ¦ Skasowane ¦ EU/1/98/076/021 ¦ 105335
360 tabl.";"Repaglinidum 2 mg";"Novo Nordisk A/S";"Dania";"";"";"Novo Nordisk A/S";"Dania";"";"";"";"";"";"";"";"";"";"";""
"100083744";"Esmeron";"Rocuronii bromidum";"Ludzki";"";"";"dożylna";"100 mg/10 ml";"Roztwór do wstrzykiwań";"NAR";"07845";"2025-05-09";"M03AC09";"MSD Polska Sp. z o.o.";"05909990784516 ¦ Lz ¦ Skasowane ¦ 12586
10 amp. 10 ml
05909990784523 ¦ Lz ¦ 15335
10 fiol. 10 ml";"Rocuronii bromidum 100 mg/10 ml";"Merck Sharp & Dohme B.V.
N.V. Organon";"Holandia
Holandia";"";"";"Merck Sharp & Dohme B.V.
N.V. Organon";"Holandia
Holandia";"";"";"art. 10 ust. 1 i 2 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8374/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8374/characteristic";"";"";"";"";"";""
"100083767";"Vitaminum E Hasco";"int-rac-alfa-Tocopherylis acetas";"Ludzki";"";"";"doustna";"100 mg";"Kapsułki miękkie";"NAR";"08093";"Bezterminowe";"A11HA03";"Przedsiębiorstwo Produkcji Farmaceutycznej HASCO-LEK S.A.";"05909990809318 ¦ OTC ¦ 12590
30 kaps.
05909990809325 ¦ OTC ¦ 16134
100 kaps.
05909990809332 ¦ OTC ¦ Skasowane ¦ 21476
30 kaps. w pojemniku";"Int-rac-alfa-Tocopherylis acetas 100 mg";"Przedsiębiorstwo Produkcji Farmaceutycznej HASCO-LEK S.A.";"Polska";"";"";"Przedsiębiorstwo Produkcji Farmaceutycznej HASCO-LEK S.A.";"Polska";"";"";"art. 16 ust. 1 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8376/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8376/characteristic";"";"";"";"";"";""
"100083810";"Esmeron";"Rocuronii bromidum";"Ludzki";"";"";"dożylna";"50 mg/5 ml";"Roztwór do wstrzykiwań";"NAR";"07844";"2025-05-09";"M03AC09";"MSD Polska Sp. z o.o.";"05909990784417 ¦ Lz ¦ 12597
12 amp. 5 ml
05909990784424 ¦ Lz ¦ Skasowane ¦ 15334
12 fiol. 5 ml
05909990646487 ¦ Lz ¦ 43480
10 fiol. 5 ml";"Rocuronii bromidum 50 mg/5 ml";"Merck Sharp & Dohme B.V.
N.V. Organon
Organon (Ireland) Ltd.";"Holandia
Holandia
Irlandia";"";"";"Merck Sharp & Dohme B.V.
N.V. Organon
Organon (Ireland) Ltd.";"Holandia
Holandia
Irlandia";"";"";"art. 10 ust. 1 i 2 ";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8381/leaflet";"https://rejestrymedyczne.ezdrowie.gov.pl/api/rpl/medicinal-products/8381/characteristic";"";"";"";"";"";""
